eventname,moviename,parkname,zipcode,startdate,enddate,eventurl,parkurl,community,movieclosedcaption,movierating,location_1
Night Out: Movies in the Parks at Hiawatha,Ferris Bueller's Day Off,Hiawatha Park,60634.0,2015-08-29T20:00:00.000,2015-08-29T21:43:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Hiawatha1/,http://www.chicagoparkdistrict.com/parks/Hiawatha-Park/,Dunning,Yes,PG-13,"8029 W. Forest Preserve Dr. Chicago IL 60634
Chicago, IL 60634
(41.94418716, -87.82727814)"
Night Out: Movies in the Parks at Pasteur,Dolphin Tale 2,Pasteur Park,60629.0,2015-08-20T20:00:00.000,2015-08-20T21:47:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Pasteur4/,http://www.chicagoparkdistrict.com/parks/Pasteur-Park/,West Elsdon,Yes,PG,"5825 S. Kostner Ave Chicago IL 60629
Chicago, IL 60629
(41.7871666, -87.7327652)"
Night Out: Movies in the Parks at Jonquil,X-Man: Days of Future Past,Jonquil Playlot Park,60614.0,2015-08-02T20:00:00.000,2015-08-02T22:42:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Jonquil10/,http://www.chicagoparkdistrict.com/parks/Jonquil-Playlot-Park/,Lincoln Park,Yes,PG-13,"1001 W. Wrightwood Ave. Chicago IL 60614
Chicago, IL 60614
(41.92899323, -87.65377045)"
Night Out: Movies in the Parks at Bradley,Annie (2014),Bradley Park,60617.0,2015-06-20T20:30:00.000,2015-06-20T22:28:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Bradley/,http://www.chicagoparkdistrict.com/parks/Bradley-Park/,South Deering,Yes,PG,"9729 S Yates Ave Chicago, IL 60617
Chicago, IL 60617
(41.71809769, -87.56407166)"
Night Out: Movies in the Parks at Kosciuszko,Big Hero 6,Kosciuszko Park,60647.0,2015-07-31T20:30:00.000,2015-07-31T22:12:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Kosciuszko3/,http://www.chicagoparkdistrict.com/parks/Kosciuszko-Park/,Logan Square,Yes,PG,"2732 N. Avers Ave. Chicago IL 60647
Chicago, IL 60647
(41.93063354, -87.72327423)"
Night Out: Movies in the Parks at Sauganash,The Sandlot,Sauganash Park,60646.0,2015-07-17T20:30:00.000,2015-07-17T22:11:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Sauganash3/,http://www.chicagoparkdistrict.com/parks/Sauganash-Park/,Forest Glen,Yes,PG,"5861 N. Kostner Ave. Chicago IL 60646
Chicago, IL 60646
(41.98839951, -87.73739624)"
Night Out: Movies in the Parks at Marquette,The Lego Movie,Marquette Park,60629.0,2015-06-18T20:30:00.000,2015-06-18T22:10:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Marquette3/,http://www.chicagoparkdistrict.com/parks/Marquette-Park/,Chicago Lawn,Yes,PG,"6743 S. Kedzie Ave. Chicago IL 60629
Chicago, IL 60629
(41.77088165, -87.70292664)"
Night Out: Movies in the Parks at Bell,E.T. The Extra-Terrestrial,Bell Park,60634.0,2015-08-04T20:30:00.000,2015-08-04T22:30:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Bell1/,http://www.chicagoparkdistrict.com/parks/Bell-Park/,Montclare,,PG,"3020 N Oak Park Ave Chicago, IL 60634
Chicago, IL 60634
(41.93524551, -87.79602051)"
Night Out: Movies in the Parks at South Shore,Annie (2014),South Shore Cultural Center,60649.0,2015-08-12T20:00:00.000,2015-08-12T21:58:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-South-Shore8/,http://www.chicagoparkdistrict.com/parks/South-Shore-Cultural-Center/,South Shore,Yes,PG,"7059 S. South Shore Dr. Chicago IL 60649
,  60649
(41.76674652, -87.56651306)"
Night Out: Movies in the Parks at Kenwood,Annie (2014),Kenwood Community Park,60615.0,2015-07-11T20:30:00.000,2015-07-11T22:28:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Kenwood4/,http://www.chicagoparkdistrict.com/parks/Kenwood-Community-Park/,Kenwood,Yes,PG,"1330 E. 50th St. Chicago IL 60615
Chicago, IL 60615
(41.80422211, -87.59378815)"
Night Out: Movies in the Parks at Kosciuszko,A Latino Film Festival Selection,Kosciuszko Park,60647.0,2015-06-24T20:30:00.000,2015-06-24T22:30:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Kosciuszko2/,http://www.chicagoparkdistrict.com/parks/Kosciuszko-Park/,Logan Square,Yes,NR,"2732 N. Avers Ave. Chicago IL 60647
Chicago, IL 60647
(41.93063354, -87.72327423)"
Night Out: Movies in the Parks at Lowe,Teenage Mutant Ninja Turtles (2014),Lowe Playground Park,60609.0,2015-07-29T20:30:00.000,2015-07-29T22:11:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Lowe1/,http://www.chicagoparkdistrict.com/parks/Lowe-Playground-Park/,New City,Yes,PG-13,"5203 S. Lowe Ave. Chicago IL 60609
Chicago, IL 60609
(41.7997818, -87.64161682)"
Night Out: Movies in the Parks at Russell Square,Annie (2014),Russell Square Park,60617.0,2015-07-21T20:30:00.000,2015-07-21T22:30:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Russell-Square/,http://www.chicagoparkdistrict.com/parks/Russell-Square-Park/,South Chicago,,PG,"3045 E. 83rd St. Chicago IL 60617
Chicago, IL 60617
(41.74466705, -87.54989624)"
Night Out: Movies in the Parks at Jesse White,Paddington,Jesse White Community Center and Fieldhouse,,2015-06-15T20:30:00.000,2015-06-15T22:05:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Jesse-White/,http://www.chicagoparkdistrict.com/parks/jesse-white-community-center-and-fieldhouse/,Near North Side,Yes,PG,"
Chicago, IL 
(41.89670305, -87.639184)"
Night Out: Movies in the Parks at Jackson,Mr. Smith Goes to Washington,Jackson Park,60637.0,2015-07-20T20:30:00.000,2015-07-20T22:39:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Jackson1/,http://www.chicagoparkdistrict.com/parks/jackson-park/,Hyde Park,No,NR,"6401 S Stony Island Ave Chicago, IL 60637
Chicago, IL 60637
(41.77771378, -87.58693695)"
Night Out: Movies in the Parks at Winnemac,Teenage Mutant Ninja Turtles (2014),Winnemac Park,60625.0,2015-06-13T20:30:00.000,2015-06-13T22:11:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Winnemac1/,http://www.chicagoparkdistrict.com/parks/Winnemac-Park/,Lincoln Square,Yes,PG-13,"5101 N. Leavitt St., 60625
Chicago, IL 60625
(41.97232819, -87.68413544)"
Night Out: Movies in the Parks at Grant,Batman Returns,Grant Park,60602.0,2015-08-31T20:00:00.000,2015-08-31T22:06:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Grant3/,http://www.chicagoparkdistrict.com/parks/grant-park/,Loop,,,"337 E. Randolph St. Chicago, IL 60602
Chicago, IL 60602
(41.88437653, -87.61938477)"
Night Out: Movies in the Parks at Williams,Sister Act,Williams (Daniel Hale) Park,60616.0,2015-08-07T20:00:00.000,2015-08-07T21:40:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Williams/,http://www.chicagoparkdistrict.com/parks/Williams-Daniel-Hale-Park/,Douglas,Yes,PG,"2710 S Dearborn Chicago IL 60616
Chicago, IL 60616
(41.8441925, -87.62886047)"
Night Out: Movies in the Parks at Piotrowski,The Boxtrolls,Piotrowski Park,60623.0,2015-07-08T20:30:00.000,2015-07-08T22:06:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Piotrowski4/,http://www.chicagoparkdistrict.com/parks/Piotrowski-Park/,South Lawndale,Yes,PG,"4247 W. 31st St. Chicago IL 60623
Chicago, IL 60623
(41.8367424, -87.730896)"
Night Out: Movies in the Parks at Cooper,Night at the Museum: Secret of the Tomb,Cooper Park,60643.0,2015-08-21T20:00:00.000,2015-08-21T21:38:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Cooper/,http://www.chicagoparkdistrict.com/parks/Cooper-Park/,Roseland,Yes,PG,"11712 S. Ada Street Chicago IL 60643
Chicago, IL 60643
(41.68196487, -87.65545654)"
Night Out: Movies in the Parks at Palmer,Annie (2014),Palmer Park,60628.0,2015-07-09T20:30:00.000,2015-07-09T22:28:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Palmer2/,http://www.chicagoparkdistrict.com/parks/Palmer-Park/,Roseland,Yes,PG,"201 E 111th St Chicago, IL 60628
Chicago, IL 60628
(41.69263077, -87.61819458)"
Night Out: Movies in the Parks at Dvorak,Into the Woods,Dvorak Park,60608.0,2015-06-19T20:30:00.000,2015-06-19T22:35:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Dvorak3/,http://www.chicagoparkdistrict.com/parks/Dvorak-Park/,Lower West Side,Yes,PG,"1119 W. Cullerton St. Chicago IL 60608
Chicago, IL 60608
(41.85511398, -87.65414429)"
Night Out: Movies in the Parks at Heritage Green,Anchorman: The Legend of Ron Burgundy,Heritage Green Park,60606.0,2015-07-27T20:30:00.000,2015-07-27T22:04:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Heritage-Green1/,http://www.chicagoparkdistrict.com/parks/heritage-green-park/,Near West Side,Yes,PG,"610-30 W. Adams St. Chicago IL 60606
Chicago, IL 60606
(41.87962341, -87.64317322)"
Night Out: Movies in the Parks at Clark (Richard),The Social Network,Clark (Richard) Playlot Park,60618.0,2015-07-23T20:30:00.000,2015-07-23T22:30:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Clark-Richard/,http://www.chicagoparkdistrict.com/parks/Clark-Richard-Playlot-Park/,North Center,Yes,PG-13,"3400 N. Rockwell St. Chicago IL 60618
Chicago, IL 60618
(41.94225311, -87.69390106)"
Night Out: Movies in the Parks at Brooks,E.T. The Extra-Terrestrial,Brooks Park,60631.0,2015-06-25T20:30:00.000,2015-06-25T22:25:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Brooks2/,http://www.chicagoparkdistrict.com/parks/Brooks-Park/,Edison Park,Yes,PG,"7100 N Harlem Ave Chicago, IL 60631
Chicago, IL 60631
(42.01028061, -87.8066864)"
Night Out: Movies in the Parks at Ogden,When the Game Stands Tall,Ogden Park,60636.0,2015-07-16T20:30:00.000,2015-07-16T22:15:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Ogden2/,http://www.chicagoparkdistrict.com/parks/Ogden-Park/,"Englewood, West Englewood",Yes,PG,"6500 S. Racine Ave. Chicago IL 60636
Chicago, IL 60636
(41.77593613, -87.65439606)"
Night Out: Movies in the Parks at McGuane,Guardians of the Galaxy,McGuane Park,60608.0,2015-08-18T20:00:00.000,2015-08-18T22:01:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-McGuane1/,http://www.chicagoparkdistrict.com/parks/mcguane-park/,Bridgeport,Yes,PG-13,"2901 S Poplar Ave Chicago, IL 60608
Chicago, IL 60608
(41.84131622, -87.64971161)"
Night Out: Movies in the Parks at Hamlin,Paddington,Hamlin Park,60618.0,2015-08-13T20:00:00.000,2015-08-13T21:35:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Hamlin2/,http://www.chicagoparkdistrict.com/parks/Hamlin-Park/,North Center,Yes,PG,"3035 N. Hoyne Ave. Chicago IL 60618
Chicago, IL 60618
(41.93654251, -87.68065643)"
Night Out: Movies in the Parks at Chicago History,Tommy Boy,Lincoln Park,60614.0,2015-08-26T20:00:00.000,2015-08-26T21:37:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Chicago-History6/,http://www.chicagoparkdistrict.com/parks/lincoln-park/,Lincoln Park,Yes,PG-13,"2045 N Lincoln Park West Chicago IL 60614
Chicago, IL 60614
(41.928495, -87.636008)"
Night Out: Movies in the Parks at Beverly,The Mighty Macs,Beverly Park,60655.0,2015-07-14T20:30:00.000,2015-07-14T22:09:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Beverly2/,http://www.chicagoparkdistrict.com/parks/Beverly-Park/,Beverly,Yes,G,"2460 W 102nd St Chicago, IL 60655
Chicago, IL 60655
(41.70822525, -87.68319702)"
Night Out: Movies in the Parks at Chippewa,Frozen,Chippewa Park,60645.0,2015-08-03T20:00:00.000,2015-08-03T21:48:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Chippewa2/,http://www.chicagoparkdistrict.com/parks/Chippewa-Park/,West Ridge,Yes,PG,"6748 N Sacramento Ave Chicago, IL 60645
Chicago, IL 60645
(42.00387573, -87.7046051)"
Night Out: Movies in the Parks at Jonquil,Guardians of the Galaxy,Jonquil Playlot Park,60614.0,2015-08-16T20:00:00.000,2015-08-16T22:01:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Jonquil11/,http://www.chicagoparkdistrict.com/parks/Jonquil-Playlot-Park/,Lincoln Park,Yes,PG-13,"1001 W. Wrightwood Ave. Chicago IL 60614
Chicago, IL 60614
(41.92899323, -87.65377045)"
Night Out: Movies in the Parks at Mann,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Mann Park,60633.0,2015-08-12T20:00:00.000,2015-08-12T21:21:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Mann2/,http://www.chicagoparkdistrict.com/parks/Mann-Park/,Hegewisch,Yes,PG,"3035 E. 130st St. Chicago IL 60633
Chicago, IL 60633
(41.6591568, -87.54946136)"
Night Out: Movies in the Parks at West Lawn,Into the Woods,West Lawn Park,60629.0,2015-06-24T20:30:00.000,2015-06-24T22:35:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-West-Lawn2/,http://www.chicagoparkdistrict.com/parks/West-Lawn-Park/,West Lawn,Yes,PG,"4233 W. 65th St. Chicago IL 60629
Chicago, IL 60629
(41.77493286, -87.72831726)"
Night Out: Movies in the Parks at Wentworth,Back to the Future,Wentworth Park,60638.0,2015-07-02T20:30:00.000,2015-07-02T22:26:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wentworth2/,http://www.chicagoparkdistrict.com/parks/Wentworth-Park/,Garfield Ridge,Yes,PG,"5625 S. Mobile Ave. Chicago IL 60638
Chicago, IL 60638
(41.79042816, -87.77915955)"
Night Out: Movies in the Parks at Washtenaw,How to Train Your Dragon 2,Washtenaw Park,60608.0,2015-07-01T20:30:00.000,2015-07-01T22:12:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Washtenaw1/,http://www.chicagoparkdistrict.com/parks/Washtenaw-Park/,South Lawndale,Yes,PG,"2521 South Washtenaw Avenue Chicago IL 60608
Chicago, IL 60608
(41.84587097, -87.69277191)"
Night Out: Movies in the Parks at Trebes,The Lego Movie,Trebes Park,60614.0,2015-08-27T20:00:00.000,2015-08-27T21:40:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Trebes1/,http://www.chicagoparkdistrict.com/parks/Trebes-Park/,Lincoln Park,Yes,PG,"2250 N. Clifton Ave. Chicago IL 60614
Chicago, IL 60614
(41.92298889, -87.65727234)"
Night Out: Movies in the Parks at Kilbourn,A Latino Film Festival Selection,Kilbourn Park,60641.0,2015-07-22T20:30:00.000,2015-07-22T22:30:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Kilbourn3/,http://www.chicagoparkdistrict.com/parks/Kilbourn-Park/,Irving Park,Yes,NR,"3501 N. Kilbourn Ave. Chicago IL 60641
Chicago, IL 60641
(41.94442749, -87.73962402)"
Night Out: Movies in the Parks at Gross,The Wizard of Oz,Gross Park,60625.0,2015-08-22T20:00:00.000,2015-08-22T21:41:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Gross3/,http://www.chicagoparkdistrict.com/parks/Gross-Park/,Lincoln Square,Yes,G,"2708 W. Lawrence Ave. Chicago IL 60625
Chicago, IL 60625
(41.96857834, -87.6966095)"
Night Out: Movies in the Parks at Holstein,The Princess Bride,Holstein Park,60647.0,2015-07-12T20:30:00.000,2015-07-12T22:08:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Holstein6/,http://www.chicagoparkdistrict.com/parks/Holstein-Park/,Logan Square,Yes,PG,"2200 N. Oakley Ave. Chicago IL 60647
Chicago, IL 60647
(41.9219017, -87.68556213)"
Night Out: Movies in the Parks at Abbott,Annie (2014),Abbott Park,60628.0,2015-08-28T20:00:00.000,2015-08-28T21:58:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Abbott/,http://www.chicagoparkdistrict.com/parks/abbott-park/,Roseland,Yes,PG,"49 E 95th St Chicago, IL 60628
Chicago, IL 60628
(41.72153854, -87.62214661)"
Night Out: Movies in the Parks at Lake Meadows,Toy Story,Lake Meadows Park,60616.0,2015-08-10T20:00:00.000,2015-08-10T21:21:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Lake-Meadows3/,http://www.chicagoparkdistrict.com/parks/Lake-Meadows-Park/,Douglas,Yes,G,"3117 S. Rhodes Ave. Chicago IL 60616
Chicago, IL 60616
(41.83804321, -87.61347198)"
Night Out: Movies in the Parks at Jonquil,Teen Wolf,Jonquil Playlot Park,60614.0,2015-07-05T20:30:00.000,2015-07-05T22:20:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Jonquil9/,http://www.chicagoparkdistrict.com/parks/Jonquil-Playlot-Park/,Lincoln Park,Yes,PG,"1001 W. Wrightwood Ave. Chicago IL 60614
Chicago, IL 60614
(41.92899323, -87.65377045)"
Night Out: Movies in the Parks at Independence,Big Hero 6,Independence Park,60618.0,2015-07-17T20:00:00.000,2015-07-17T22:00:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Independence2/,http://www.chicagoparkdistrict.com/parks/Independence-Park/,Irving Park,,PG,"3945 N. Springfield Ave. Chicago IL 60618
Chicago, IL 60618
(41.95268631, -87.72504425)"
Night Out: Movies in the Parks at Burnside,The Lego Movie,Burnside Park,60619.0,2015-08-19T20:00:00.000,2015-08-19T21:40:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Burnside1/,http://www.chicagoparkdistrict.com/parks/Burnside-Park/,Burnside,Yes,PG,"9400 S. Greenwood Ave. Chicago IL 60619
Chicago, IL 60619
(41.72403336, -87.59728241)"
Night Out: Movies in the Parks at Pottawattomie,Jurassic Park,Pottawattomie Park,60626.0,2015-06-11T18:00:00.000,2015-06-11T20:00:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Pottawattomie1/,http://www.chicagoparkdistrict.com/parks/Pottawattomie-Park/,Rogers Park,,PG-13,"7340 N. Rogers Ave. Chicago IL 60626
Chicago, IL 60626
(42.01446533, -87.6785965)"
Night Out: Movies in the Parks at Humboldt,The Boxtrolls,Humboldt Park,60622.0,2015-08-01T20:00:00.000,2015-08-01T21:36:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Humboldt4/,http://www.chicagoparkdistrict.com/parks/humboldtpark/,West Town,Yes,PG,"1440 N Humboldt Dr Chicago, IL 60622
Chicago, IL 60622
(41.90572739, -87.7037735)"
Night Out: Movies in the Parks at Archer,Big Hero 6,Archer Park,60632.0,2015-08-05T20:00:00.000,2015-08-05T21:42:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Archer1/,http://www.chicagoparkdistrict.com/parks/Archer-Park/,Archer Heights,Yes,PG,"4901 S. Kilbourn Ave. Chicago IL 60632
Chicago, IL 60632
(41.80400848, -87.73569489)"
Night Out: Movies in the Parks at Grant,The Pink Panther,Grant Park,60602.0,2015-06-22T20:30:00.000,2015-06-22T22:23:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Grant2/,http://www.chicagoparkdistrict.com/parks/grant-park/,Loop,Yes,NR,"337 E. Randolph St. Chicago, IL 60602
Chicago, IL 60602
(41.88437653, -87.61938477)"
Night Out: Movies in the Parks at Harrison,A Latino Film Festival Selection,Harrison Park,60608.0,2015-06-17T20:30:00.000,2015-06-17T22:30:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Harrison5/,http://www.chicagoparkdistrict.com/parks/Harrison-Park/,Lower West Side,Yes,NR,"1824 S. Wood St. Chicago IL 60608
Chicago, IL 60608
(41.85699081, -87.67106628)"
Night Out: Movies in the Parks at Athletic Field,Frozen Sing-A-Long,Athletic Field Park,60618.0,2015-07-31T20:15:00.000,2015-07-31T22:00:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Athletic-Field1/,http://www.chicagoparkdistrict.com/parks/Athletic-Field-Park/,Irving Park,,PG,"3546 W Addison St Chicago, IL 60618
Chicago, IL 60618
(41.94668198, -87.71703339)"
Night Out: Movies in the Parks at Sherman,Dreamgirls,Sherman Park,60609.0,2015-07-30T20:30:00.000,2015-07-30T22:40:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Sherman1/,http://www.chicagoparkdistrict.com/parks/Sherman-Park/,New City,Yes,PG-13,"1301 W. 52nd St. Chicago IL 60609
Chicago, IL 60609
(41.79926682, -87.65863037)"
Night Out: Movies in the Parks at Calumet,The Bad News Bears (1976),Calumet Park,60617.0,2015-08-24T20:00:00.000,2015-08-24T21:42:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Calumet10/,http://www.chicagoparkdistrict.com/parks/Calumet-Park/,East Side,,,"9801 S Avenue G Chicago, IL 60617
Chicago, IL 60617
(41.71755765, -87.53148079)"
Night Out: Movies in the Parks at Mayfair,Jurassic Park,Mayfair Park,60630.0,2015-07-10T20:30:00.000,2015-07-10T22:37:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Mayfair1/,http://www.chicagoparkdistrict.com/parks/Mayfair-Park/,Irving Park,,PG-13,"4550 W. Sunnyside Ave. Chicago IL 60630
Chicago, IL 60630
(41.96262741, -87.74201202)"
Night Out: Movies in the Parks at La Villita,Instructions Not Included,La Villita Park,60608.0,2015-06-27T20:30:00.000,2015-06-27T22:32:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-La-Villita/,http://www.chicagoparkdistrict.com/parks/la-villita-park/,"Douglas, South Lawndale",Yes,PG-13,"2800 S. Sacramento Blvd., Chicago, IL 60608
,  60608
(41.8408611, -87.7000382)"
Night Out: Movies in the Parks at Unity,The Lego Movie,Unity Playlot Park,60647.0,2015-08-15T20:00:00.000,2015-08-15T21:40:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Unity2/,http://www.chicagoparkdistrict.com/parks/Unity-Playlot-Park/,Logan Square,Yes,PG,"2636 N. Kimball Ave. Chicago IL 60647
Chicago, IL 60647
(41.92939377, -87.7122345)"
Night Out: Movies in the Parks at Holstein,St. Vincent,Holstein Park,60647.0,2015-07-27T20:30:00.000,2015-07-27T22:12:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Holstein7/,http://www.chicagoparkdistrict.com/parks/Holstein-Park/,Logan Square,Yes,PG-13,"2200 N. Oakley Ave. Chicago IL 60647
Chicago, IL 60647
(41.9219017, -87.68556213)"
Night Out: Movies in the Parks at Osterman Beach,Much Ado About Nothing (2012),Kathy Osterman Beach,60660.0,2015-07-06T20:30:00.000,2015-07-06T22:19:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Osterman-Beach3/,http://www.chicagoparkdistrict.com/parks/kathy-osterman-beach/,Edgewater,Yes,PG-13,"5800 N. Lake Shore Drive, Chicago, IL 60660
Chicago, IL 60660
(41.98543743, -87.65284538)"
Night Out: Movies in the Parks at DuSable Museum,Once Upon a Time ... When We Were Colored,Washington Park,60637.0,2015-07-18T20:30:00.000,2015-07-18T22:30:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-DuSable-Museum5/,http://www.chicagoparkdistrict.com/parks/washington-park/,Washington Park,No,PG,"5531 S. Martin Luther King Dr. Chicago, IL 60637
Chicago, IL 60637
(41.79378891, -87.61591339)"
Night Out: Movies in the Parks at Margate,Guardians of the Galaxy,Margate Park Fieldhouse,60640.0,2015-08-25T20:00:00.000,2015-08-25T22:01:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Margate2/,http://www.chicagoparkdistrict.com/parks/Margate-Park-Fieldhouse/,Uptown,Yes,PG-13,"4921 N. Marine Drive Chicago IL 60640
Chicago, IL 60640
(41.97209549, -87.64978027)"
Night Out: Movies in the Parks at Athletic Field,McFarland USA,Athletic Field Park,60618.0,2015-08-28T20:15:00.000,2015-08-28T22:15:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Athletic-Field2/,http://www.chicagoparkdistrict.com/parks/Athletic-Field-Park/,Irving Park,,PG,"3546 W Addison St Chicago, IL 60618
Chicago, IL 60618
(41.94668198, -87.71703339)"
Night Out: Movies in the Parks at Ellis,Selma,Ellis (Samuel) Park,60653.0,2015-08-08T20:00:00.000,2015-08-08T22:08:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Ellis7/,http://www.chicagoparkdistrict.com/parks/ellis-samuel-park/,Douglas,Yes,PG-13,"535 E. 35th St. Chicago IL 60653
Chicago, IL 60653
(41.82777786, -87.60858154)"
Night Out: Movies in the Parks at Dawes,Left Behind,Dawes Park,60620.0,2015-07-24T20:30:00.000,2015-07-24T22:20:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Dawes1/,http://www.chicagoparkdistrict.com/parks/Dawes-Park/,Auburn Gresham,Yes,PG-13,"8052 S. Damen Ave. Chicago IL 60620
Chicago, IL 60620
(41.74732971, -87.67307281)"
Night Out: Movies in the Parks at Harris,Maleficent,Harris Park,60637.0,2015-08-14T20:00:00.000,2015-08-14T21:37:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Harris2/,http://www.chicagoparkdistrict.com/parks/Harris-Park/,Woodlawn,Yes,PG,"6200 S. Drexel Ave. Chicago IL 60637
Chicago, IL 60637
(41.78224182, -87.6043396)"
Night Out: Movies in the Parks at NPV,The Big Year,North Park Village Nature Center,60646.0,2015-07-14T20:30:00.000,2015-07-14T22:10:00.000,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-NPV/,http://www.chicagoparkdistrict.com/parks/North-Park-Village-Nature-Center/,North Park,,,"5801 N. Pulaski Rd. Chicago IL 60646
Chicago, IL 60646
(41.98551559, -87.7227478)"
